image,full_path,category,tier,class
view_vulnerable_1562290819_10_3_2610+LAKE+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Work-Complete-CFC-Issued\view_vulnerable_1562290819_10_3_2610+LAKE+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,Work-Complete-CFC-Issued,3,vulnerable
view_vulnerable_1562290819_10_3_190+27TH+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Work-Complete-CFC-Issued\view_vulnerable_1562290819_10_3_190+27TH+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,Work-Complete-CFC-Issued,3,vulnerable
view_vulnerable_1562290819_10_3_2438+LAKE+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Work-Complete-CFC-Issued\view_vulnerable_1562290819_10_3_2438+LAKE+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,Work-Complete-CFC-Issued,3,vulnerable
view_vulnerable_1562290819_10_3_2430+LAKE+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Work-Complete-CFC-Issued\view_vulnerable_1562290819_10_3_2430+LAKE+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,Work-Complete-CFC-Issued,3,vulnerable
view_vulnerable_1562290819_10_3_155+24TH+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Work-Complete-CFC-Issued\view_vulnerable_1562290819_10_3_155+24TH+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,Work-Complete-CFC-Issued,3,vulnerable
view_vulnerable_1562290819_10_3_830+LAKE+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Work-Complete-CFC-Issued\view_vulnerable_1562290819_10_3_830+LAKE+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,Work-Complete-CFC-Issued,3,vulnerable
view_vulnerable_1562290819_10_3_10+10TH+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Work-Complete-CFC-Issued\view_vulnerable_1562290819_10_3_10+10TH+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,Work-Complete-CFC-Issued,3,vulnerable
view_vulnerable_1562290819_10_3_630+LAKE+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Work-Complete-CFC-Issued\view_vulnerable_1562290819_10_3_630+LAKE+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,Work-Complete-CFC-Issued,3,vulnerable
view_vulnerable_1562290819_10_3_77+07TH+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Work-Complete-CFC-Issued\view_vulnerable_1562290819_10_3_77+07TH+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,Work-Complete-CFC-Issued,3,vulnerable
view_vulnerable_1562290819_10_3_650+LAKE+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Work-Complete-CFC-Issued\view_vulnerable_1562290819_10_3_650+LAKE+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,Work-Complete-CFC-Issued,3,vulnerable
view_vulnerable_1562290819_10_3_620+LAKE+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Work-Complete-CFC-Issued\view_vulnerable_1562290819_10_3_620+LAKE+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,Work-Complete-CFC-Issued,3,vulnerable
view_vulnerable_1562290819_10_3_80+07TH+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Work-Complete-CFC-Issued\view_vulnerable_1562290819_10_3_80+07TH+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,Work-Complete-CFC-Issued,3,vulnerable
view_vulnerable_1562290819_10_3_91+06TH+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Work-Complete-CFC-Issued\view_vulnerable_1562290819_10_3_91+06TH+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,Work-Complete-CFC-Issued,3,vulnerable
view_vulnerable_1562290819_10_3_420+LAKE+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Work-Complete-CFC-Issued\view_vulnerable_1562290819_10_3_420+LAKE+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,Work-Complete-CFC-Issued,3,vulnerable
view_vulnerable_1562290819_10_3_90+06TH+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Work-Complete-CFC-Issued\view_vulnerable_1562290819_10_3_90+06TH+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,Work-Complete-CFC-Issued,3,vulnerable
view_vulnerable_1562290819_10_3_68+05TH+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Work-Complete-CFC-Issued\view_vulnerable_1562290819_10_3_68+05TH+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,Work-Complete-CFC-Issued,3,vulnerable
view_vulnerable_1562290819_10_3_1+03RD+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Work-Complete-CFC-Issued\view_vulnerable_1562290819_10_3_1+03RD+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,Work-Complete-CFC-Issued,3,vulnerable
view_vulnerable_1562290819_10_3_41+ARGUELLO+BL+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Work-Complete-CFC-Issued\view_vulnerable_1562290819_10_3_41+ARGUELLO+BL+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,Work-Complete-CFC-Issued,3,vulnerable
view_vulnerable_1562290819_10_3_130+LAKE+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Work-Complete-CFC-Issued\view_vulnerable_1562290819_10_3_130+LAKE+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,Work-Complete-CFC-Issued,3,vulnerable
view_vulnerable_1562290819_10_3_126+02ND+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Work-Complete-CFC-Issued\view_vulnerable_1562290819_10_3_126+02ND+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,Work-Complete-CFC-Issued,3,vulnerable
view_vulnerable_1562290819_10_3_100+02ND+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Work-Complete-CFC-Issued\view_vulnerable_1562290819_10_3_100+02ND+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,Work-Complete-CFC-Issued,3,vulnerable
view_vulnerable_1562290819_10_3_4005+CALIFORNIA+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Work-Complete-CFC-Issued\view_vulnerable_1562290819_10_3_4005+CALIFORNIA+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,Work-Complete-CFC-Issued,3,vulnerable
view_vulnerable_1562290819_10_3_195+02ND+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Work-Complete-CFC-Issued\view_vulnerable_1562290819_10_3_195+02ND+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,Work-Complete-CFC-Issued,3,vulnerable
view_vulnerable_1562290819_10_3_121+LAKE+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Work-Complete-CFC-Issued\view_vulnerable_1562290819_10_3_121+LAKE+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,Work-Complete-CFC-Issued,3,vulnerable
view_vulnerable_1562290819_10_3_105+LAKE+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Work-Complete-CFC-Issued\view_vulnerable_1562290819_10_3_105+LAKE+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,Work-Complete-CFC-Issued,3,vulnerable
view_vulnerable_1562290819_10_3_4131+CALIFORNIA+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Work-Complete-CFC-Issued\view_vulnerable_1562290819_10_3_4131+CALIFORNIA+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,Work-Complete-CFC-Issued,3,vulnerable
view_vulnerable_1562290819_10_3_124+05TH+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Work-Complete-CFC-Issued\view_vulnerable_1562290819_10_3_124+05TH+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,Work-Complete-CFC-Issued,3,vulnerable
view_vulnerable_1562290819_10_3_100+05TH+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Work-Complete-CFC-Issued\view_vulnerable_1562290819_10_3_100+05TH+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,Work-Complete-CFC-Issued,3,vulnerable
view_vulnerable_1562290819_10_3_170+06TH+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Work-Complete-CFC-Issued\view_vulnerable_1562290819_10_3_170+06TH+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,Work-Complete-CFC-Issued,3,vulnerable
view_vulnerable_1562290819_10_3_4550+CALIFORNIA+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Work-Complete-CFC-Issued\view_vulnerable_1562290819_10_3_4550+CALIFORNIA+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,Work-Complete-CFC-Issued,3,vulnerable
view_vulnerable_1562290819_10_3_190+08TH+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Work-Complete-CFC-Issued\view_vulnerable_1562290819_10_3_190+08TH+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,Work-Complete-CFC-Issued,3,vulnerable
view_vulnerable_1562290819_10_3_601+LAKE+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Work-Complete-CFC-Issued\view_vulnerable_1562290819_10_3_601+LAKE+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,Work-Complete-CFC-Issued,3,vulnerable
view_vulnerable_1562290819_10_3_195+09TH+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Work-Complete-CFC-Issued\view_vulnerable_1562290819_10_3_195+09TH+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,Work-Complete-CFC-Issued,3,vulnerable
view_vulnerable_1562290819_10_3_845+LAKE+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Work-Complete-CFC-Issued\view_vulnerable_1562290819_10_3_845+LAKE+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,Work-Complete-CFC-Issued,3,vulnerable
view_vulnerable_1562290819_10_3_805+LAKE+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Work-Complete-CFC-Issued\view_vulnerable_1562290819_10_3_805+LAKE+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,Work-Complete-CFC-Issued,3,vulnerable
view_vulnerable_1562290819_10_3_190+11TH+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Work-Complete-CFC-Issued\view_vulnerable_1562290819_10_3_190+11TH+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,Work-Complete-CFC-Issued,3,vulnerable
view_vulnerable_1562290819_10_3_122+11TH+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Work-Complete-CFC-Issued\view_vulnerable_1562290819_10_3_122+11TH+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,Work-Complete-CFC-Issued,3,vulnerable
view_vulnerable_1562290819_10_3_180+11TH+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Work-Complete-CFC-Issued\view_vulnerable_1562290819_10_3_180+11TH+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,Work-Complete-CFC-Issued,3,vulnerable
view_vulnerable_1562290819_10_3_1045+LAKE+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Work-Complete-CFC-Issued\view_vulnerable_1562290819_10_3_1045+LAKE+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,Work-Complete-CFC-Issued,3,vulnerable
view_vulnerable_1562290819_10_3_5010+CALIFORNIA+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Work-Complete-CFC-Issued\view_vulnerable_1562290819_10_3_5010+CALIFORNIA+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,Work-Complete-CFC-Issued,3,vulnerable
view_vulnerable_1562290819_10_3_195+14TH+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Work-Complete-CFC-Issued\view_vulnerable_1562290819_10_3_195+14TH+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,Work-Complete-CFC-Issued,3,vulnerable
view_vulnerable_1562290819_10_3_1445+LAKE+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Work-Complete-CFC-Issued\view_vulnerable_1562290819_10_3_1445+LAKE+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,Work-Complete-CFC-Issued,3,vulnerable
view_vulnerable_1562290819_10_3_5450+CALIFORNIA+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Work-Complete-CFC-Issued\view_vulnerable_1562290819_10_3_5450+CALIFORNIA+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,Work-Complete-CFC-Issued,3,vulnerable
view_vulnerable_1562290819_10_3_106+18TH+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Work-Complete-CFC-Issued\view_vulnerable_1562290819_10_3_106+18TH+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,Work-Complete-CFC-Issued,3,vulnerable
view_vulnerable_1562290819_10_3_163+17TH+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Work-Complete-CFC-Issued\view_vulnerable_1562290819_10_3_163+17TH+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,Work-Complete-CFC-Issued,3,vulnerable
view_vulnerable_1562290820_10_3_1711+LAKE+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Work-Complete-CFC-Issued\view_vulnerable_1562290820_10_3_1711+LAKE+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,Work-Complete-CFC-Issued,3,vulnerable
view_vulnerable_1562290820_10_3_1733+LAKE+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Work-Complete-CFC-Issued\view_vulnerable_1562290820_10_3_1733+LAKE+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,Work-Complete-CFC-Issued,3,vulnerable
view_vulnerable_1562290820_10_3_105+18TH+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Work-Complete-CFC-Issued\view_vulnerable_1562290820_10_3_105+18TH+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,Work-Complete-CFC-Issued,3,vulnerable
view_vulnerable_1562290820_10_3_133+19TH+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Work-Complete-CFC-Issued\view_vulnerable_1562290820_10_3_133+19TH+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,Work-Complete-CFC-Issued,3,vulnerable
view_vulnerable_1562290820_10_3_1835+LAKE+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Work-Complete-CFC-Issued\view_vulnerable_1562290820_10_3_1835+LAKE+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,Work-Complete-CFC-Issued,3,vulnerable
view_vulnerable_1562290820_10_3_5700+CALIFORNIA+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Work-Complete-CFC-Issued\view_vulnerable_1562290820_10_3_5700+CALIFORNIA+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,Work-Complete-CFC-Issued,3,vulnerable
view_vulnerable_1562290820_10_3_100+20TH+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Work-Complete-CFC-Issued\view_vulnerable_1562290820_10_3_100+20TH+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,Work-Complete-CFC-Issued,3,vulnerable
view_vulnerable_1562290820_10_3_148+22ND+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Work-Complete-CFC-Issued\view_vulnerable_1562290820_10_3_148+22ND+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,Work-Complete-CFC-Issued,3,vulnerable
view_vulnerable_1562290820_10_3_174+22ND+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Work-Complete-CFC-Issued\view_vulnerable_1562290820_10_3_174+22ND+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,Work-Complete-CFC-Issued,3,vulnerable
view_vulnerable_1562290820_10_3_105+21ST+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Work-Complete-CFC-Issued\view_vulnerable_1562290820_10_3_105+21ST+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,Work-Complete-CFC-Issued,3,vulnerable
view_vulnerable_1562290820_10_3_164+23RD+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Work-Complete-CFC-Issued\view_vulnerable_1562290820_10_3_164+23RD+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,Work-Complete-CFC-Issued,3,vulnerable
view_vulnerable_1562290820_10_3_221+24TH+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Work-Complete-CFC-Issued\view_vulnerable_1562290820_10_3_221+24TH+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,Work-Complete-CFC-Issued,3,vulnerable
view_vulnerable_1562290820_10_3_6310+CALIFORNIA+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Work-Complete-CFC-Issued\view_vulnerable_1562290820_10_3_6310+CALIFORNIA+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,Work-Complete-CFC-Issued,3,vulnerable
view_vulnerable_1562290820_10_3_274+26TH+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Work-Complete-CFC-Issued\view_vulnerable_1562290820_10_3_274+26TH+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,Work-Complete-CFC-Issued,3,vulnerable
view_vulnerable_1562290820_10_3_239+25TH+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Work-Complete-CFC-Issued\view_vulnerable_1562290820_10_3_239+25TH+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,Work-Complete-CFC-Issued,3,vulnerable
view_vulnerable_1562290820_10_3_246+26TH+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Work-Complete-CFC-Issued\view_vulnerable_1562290820_10_3_246+26TH+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,Work-Complete-CFC-Issued,3,vulnerable
view_vulnerable_1562290820_10_3_239+26TH+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Work-Complete-CFC-Issued\view_vulnerable_1562290820_10_3_239+26TH+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,Work-Complete-CFC-Issued,3,vulnerable
view_vulnerable_1562290820_10_3_230+27TH+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Work-Complete-CFC-Issued\view_vulnerable_1562290820_10_3_230+27TH+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,Work-Complete-CFC-Issued,3,vulnerable
view_vulnerable_1562290820_10_3_285+27TH+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Work-Complete-CFC-Issued\view_vulnerable_1562290820_10_3_285+27TH+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,Work-Complete-CFC-Issued,3,vulnerable
view_vulnerable_1562290820_10_3_267+27TH+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Work-Complete-CFC-Issued\view_vulnerable_1562290820_10_3_267+27TH+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,Work-Complete-CFC-Issued,3,vulnerable
view_vulnerable_1562290820_10_3_211+27TH+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Work-Complete-CFC-Issued\view_vulnerable_1562290820_10_3_211+27TH+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,Work-Complete-CFC-Issued,3,vulnerable
view_vulnerable_1562290820_10_3_7025+CALIFORNIA+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Work-Complete-CFC-Issued\view_vulnerable_1562290820_10_3_7025+CALIFORNIA+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,Work-Complete-CFC-Issued,3,vulnerable
view_vulnerable_1562290820_10_3_7001+CALIFORNIA+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Work-Complete-CFC-Issued\view_vulnerable_1562290820_10_3_7001+CALIFORNIA+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,Work-Complete-CFC-Issued,3,vulnerable
view_vulnerable_1562290820_10_3_7015+CALIFORNIA+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Work-Complete-CFC-Issued\view_vulnerable_1562290820_10_3_7015+CALIFORNIA+ST+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,Work-Complete-CFC-Issued,3,vulnerable
view_vulnerable_1562290820_10_3_322+32ND+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,C:\Users\Anton\OneDrive\GitHub\eqanalytics\Data\Street_View_Images/vulnerable/Work-Complete-CFC-Issued\view_vulnerable_1562290820_10_3_322+32ND+AV+SAN+FRANCISCO+Work-Complete-CFC-Issued.jpg,Work-Complete-CFC-Issued,3,vulnerable
