image,xmin,ymin,xmax,ymax,label,confidence
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452994_+37.849674_-122.266341_10_722+ALCATRAZ+AV+OAKLAND+Incomplete-Evaluation.jpg
",86,153,417,449,0,0.8354389071464539
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452832_+37.803079_-122.251108_10_323+HANOVER+AV+OAKLAND+Incomplete-Evaluation.jpg
",415,276,640,415,0,0.32848626375198364
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452832_+37.803079_-122.251108_10_323+HANOVER+AV+OAKLAND+Incomplete-Evaluation.jpg
",183,222,418,435,0,0.5079898834228516
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560451736_+37.778750_-122.225838_10_1479+FRUITVALE+AV+OAKLAND+Incomplete-Evaluation.jpg
",104,4,640,527,0,0.7677722573280334
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560451280_+37.803028_-122.214726_10_3720+FRUITVALE+AV+OAKLAND+Done---Level-1.jpg
",0,103,473,452,0,0.9637625217437744
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452441_+37.811362_-122.257833_10_301+LENOX+AV+OAKLAND+Done---Level-2-Required.jpg
",124,135,601,426,0,0.9187551140785217
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452518_+37.820176_-122.258149_10_3084+RICHMOND+BL+OAKLAND+Done---Level-2-Required.jpg
",153,231,472,452,0,0.8746660947799683
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560453178_+37.817314_-122.246998_10_621+VALLE+VISTA+AV+OAKLAND+Incomplete-Evaluation.jpg
",99,87,379,475,0,0.644469141960144
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560451381_+37.786550_-122.221970_10_3114+ASHBROOK+CT+OAKLAND+Done---Level-1.jpg
",0,234,640,491,0,0.8823422193527222
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452976_+37.809922_-122.243236_10_734+WESLEY+WY+OAKLAND+Incomplete-Evaluation.jpg
",323,199,478,457,0,0.19897764921188354
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560453155_+37.742626_-122.158020_10_10401+BANCROFT+AV+OAKLAND+Incomplete-Evaluation.jpg
",240,259,629,426,0,0.17085859179496765
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452831_+37.818031_-122.259406_10_275+FAIRMOUNT+AV+OAKLAND+Exempt---no-parking-commercial.jpg
",177,138,559,421,0,0.5996206402778625
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560453032_+37.822372_-122.251792_10_635+EL+DORADO+AV+OAKLAND+Incomplete-Evaluation.jpg
",93,77,580,484,0,0.9692654013633728
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560451544_+37.783995_-122.226440_10_1835+28TH+AV+OAKLAND+Done---Level-1.jpg
",339,180,535,438,0,0.33992698788642883
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560451544_+37.783995_-122.226440_10_1835+28TH+AV+OAKLAND+Done---Level-1.jpg
",222,210,373,446,0,0.4765278100967407
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560451325_+37.809167_-122.254705_10_378+GRAND+AV+OAKLAND+Done---Level-1.jpg
",239,214,450,437,0,0.12928126752376556
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560451325_+37.809167_-122.254705_10_378+GRAND+AV+OAKLAND+Done---Level-1.jpg
",107,295,230,426,0,0.14642645418643951
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560451325_+37.809167_-122.254705_10_378+GRAND+AV+OAKLAND+Done---Level-1.jpg
",449,327,611,427,0,0.24289493262767792
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452991_+37.817452_-122.256156_10_381+OAKLAND+AV+OAKLAND+Incomplete-Evaluation.jpg
",52,12,494,476,0,0.8657537698745728
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560451355_+37.812470_-122.242545_10_824+ERIE+ST+OAKLAND+Done---Level-1.jpg
",60,62,479,471,0,0.9598087072372437
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452969_+37.813100_-122.256869_10_265+JAYNE+AV+OAKLAND+Incomplete-Evaluation.jpg
",110,185,612,436,0,0.7503721117973328
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560453138_+37.803137_-122.235096_10_1000+E+33RD+ST+OAKLAND+Incomplete-Evaluation.jpg
",0,30,593,513,0,0.75368332862854
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560453190_+37.810641_-122.269748_10_2101+TELEGRAPH+AV+OAKLAND+Incomplete-Evaluation.jpg
",0,15,640,508,0,0.19986744225025177
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560453190_+37.810641_-122.269748_10_2101+TELEGRAPH+AV+OAKLAND+Incomplete-Evaluation.jpg
",49,37,493,432,0,0.9955479502677917
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560453033_+37.802066_-122.239566_10_2657+IVY+DR+OAKLAND+Incomplete-Evaluation.jpg
",0,246,146,431,0,0.36556994915008545
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560453033_+37.802066_-122.239566_10_2657+IVY+DR+OAKLAND+Incomplete-Evaluation.jpg
",145,221,480,460,0,0.9378598928451538
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560451601_+37.793341_-122.217329_10_2858+BROOKDALE+AV+OAKLAND+Incomplete-Evaluation.jpg
",270,316,416,428,0,0.2327803522348404
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560451601_+37.793341_-122.217329_10_2858+BROOKDALE+AV+OAKLAND+Incomplete-Evaluation.jpg
",469,256,640,417,0,0.33455321192741394
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452534_+37.801727_-122.242396_10_2501+7TH+AV+OAKLAND+Done---Level-2-Required.jpg
",24,26,513,508,0,0.742729127407074
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560453029_+37.830545_-122.257860_10_4180+OPAL+ST+OAKLAND+Incomplete-Evaluation.jpg
",152,183,511,464,0,0.60814368724823
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560453118_+37.844644_-122.257194_10_5830+AYALA+AV+OAKLAND+Incomplete-Evaluation.jpg
",144,237,334,453,0,0.19632281363010406
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452342_+37.802705_-122.262899_10_1520+MADISON+ST+OAKLAND+Incomplete-Evaluation---Unclaimed.jpg
",0,165,595,432,0,0.7319687604904175
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560451465_+37.822706_-122.250436_10_287+MONTE+VISTA+AV+OAKLAND+Done---Level-1.jpg
",27,130,442,460,0,0.8267790675163269
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452617_+37.803097_-122.250936_10_331+HANOVER+AV+OAKLAND+Exempt---no-large-openings.jpg
",279,260,467,407,0,0.13744941353797913
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452827_+37.818665_-122.259825_10_3026+RICHMOND+BL+OAKLAND+Done---Level-2-in-process.jpg
",244,238,446,387,0,0.6339331865310669
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452737_+37.811801_-122.251501_10_380+EUCLID+AV+OAKLAND+Level-2---Missing-slope.jpg
",2,72,585,486,0,0.6114517450332642
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452452_+37.812759_-122.242962_10_825+ERIE+ST+OAKLAND+Done---Level-2-Required.jpg
",36,136,448,484,0,0.8331397771835327
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560451416_+37.812699_-122.240559_10_3600+LAKESHORE+AV+OAKLAND+Done---Level-1.jpg
",297,164,625,438,0,0.8800004720687866
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560451291_+37.816792_-122.259224_10_232+29TH+ST+OAKLAND+Done---Level-1.jpg
",2,140,93,406,0,0.14089976251125336
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560451291_+37.816792_-122.259224_10_232+29TH+ST+OAKLAND+Done---Level-1.jpg
",151,22,575,464,0,0.8114253878593445
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452598_+37.810171_-122.257110_10_441+LEE+ST+OAKLAND+Exempt---engineer's-letter.jpg
",159,87,639,444,0,0.8576093316078186
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560451548_+37.789137_-122.191487_10_3765+HIGH+ST+OAKLAND+Done---Level-1.jpg
",283,259,507,425,0,0.14941886067390442
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560451548_+37.789137_-122.191487_10_3765+HIGH+ST+OAKLAND+Done---Level-1.jpg
",3,311,141,413,0,0.1858569085597992
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452793_+37.798101_-122.251981_10_411+E+17TH+ST+OAKLAND+Exempt---retrofitted.jpg
",40,6,492,483,0,0.3689572811126709
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560453003_+37.801116_-122.250287_10_243+ATHOL+AV+OAKLAND+Incomplete-Evaluation.jpg
",381,232,552,422,0,0.16670887172222137
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560453003_+37.801116_-122.250287_10_243+ATHOL+AV+OAKLAND+Incomplete-Evaluation.jpg
",8,34,406,492,0,0.4904170334339142
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560453049_+37.791586_-122.211597_10_3256+NICOL+AV+OAKLAND+Incomplete-Evaluation.jpg
",472,234,640,451,0,0.500397801399231
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560453049_+37.791586_-122.211597_10_3256+NICOL+AV+OAKLAND+Incomplete-Evaluation.jpg
",51,296,388,459,0,0.7307232022285461
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560451747_+37.795448_-122.252951_10_544+INTERNATIONAL+BL+OAKLAND+Incomplete-Evaluation.jpg
",193,265,355,421,0,0.6588302850723267
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452497_+37.801831_-122.248317_10_321+ATHOL+AV+OAKLAND+Done---Level-2-Required.jpg
",193,196,405,414,0,0.3811863362789154
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560451594_+37.815299_-122.252423_10_259+MACARTHUR+BL+OAKLAND+Done---Level-1.jpg
",152,250,331,420,0,0.37145352363586426
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560451594_+37.815299_-122.252423_10_259+MACARTHUR+BL+OAKLAND+Done---Level-1.jpg
",358,154,640,395,0,0.42943239212036133
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452801_+37.812470_-122.254176_10_361+PALM+AV+OAKLAND+Exempt---retrofitted.jpg
",224,118,564,443,0,0.7620643377304077
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560451282_+37.815677_-122.255940_10_357+VERNON+ST+OAKLAND+Done---Level-1.jpg
",543,179,635,417,0,0.14466914534568787
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560451282_+37.815677_-122.255940_10_357+VERNON+ST+OAKLAND+Done---Level-1.jpg
",154,257,460,462,0,0.3928662836551666
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560453013_+37.802643_-122.262354_10_1525+LAKESIDE+DR+OAKLAND+Incomplete-Evaluation.jpg
",323,19,619,451,0,0.7077978253364563
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560453030_+37.823188_-122.255739_10_3775+LEIGHTON+ST+OAKLAND+Incomplete-Evaluation.jpg
",336,261,603,428,0,0.11152970045804977
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560453030_+37.823188_-122.255739_10_3775+LEIGHTON+ST+OAKLAND+Incomplete-Evaluation.jpg
",6,162,336,519,0,0.5827447175979614
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560451559_+37.841439_-122.264843_10_5601+SHATTUCK+AV+OAKLAND+Done---Level-1.jpg
",40,71,553,532,0,0.16004684567451477
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560451528_+37.772511_-122.177625_10_3300+66TH+AV+OAKLAND+Done---Level-1.jpg
",1,284,153,457,0,0.16417844593524933
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560451528_+37.772511_-122.177625_10_3300+66TH+AV+OAKLAND+Done---Level-1.jpg
",326,303,553,440,0,0.3429158926010132
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560451528_+37.772511_-122.177625_10_3300+66TH+AV+OAKLAND+Done---Level-1.jpg
",131,317,301,438,0,0.41070616245269775
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452664_+37.780116_-122.227643_10_1510+29TH+AV+OAKLAND+Level-1---missing-data.jpg
",417,223,640,446,0,0.42214587330818176
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452664_+37.780116_-122.227643_10_1510+29TH+AV+OAKLAND+Level-1---missing-data.jpg
",36,219,370,451,0,0.5353796482086182
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452743_+37.830103_-122.260607_10_4133+WEBSTER+ST+OAKLAND+Level-2---Missing-slope.jpg
",0,51,640,501,0,0.9858572483062744
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560453116_+37.840166_-122.260225_10_5476+VICENTE+WY+OAKLAND+Incomplete-Evaluation.jpg
",308,210,623,465,0,0.17830659449100494
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560453116_+37.840166_-122.260225_10_5476+VICENTE+WY+OAKLAND+Incomplete-Evaluation.jpg
",9,241,342,482,0,0.2859196960926056
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560453123_+37.819944_-122.249474_10_624+MARIPOSA+AV+OAKLAND+Incomplete-Evaluation.jpg
",502,213,634,448,0,0.19170702993869781
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452571_+37.802213_-122.250146_10_339+LESTER+AV+OAKLAND+Exempt---engineer's-letter.jpg
",20,244,186,441,0,0.1094476506114006
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452571_+37.802213_-122.250146_10_339+LESTER+AV+OAKLAND+Exempt---engineer's-letter.jpg
",145,133,527,465,0,0.1504671722650528
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452988_+37.800583_-122.250051_10_240+ATHOL+AV+OAKLAND+Incomplete-Evaluation.jpg
",47,241,246,428,0,0.605071485042572
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560451388_+37.791572_-122.197972_10_3621+PATTERSON+AV+OAKLAND+Done---Level-1.jpg
",225,181,489,469,0,0.45632559061050415
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452542_+37.813350_-122.248811_10_377+SANTA+CLARA+AV+OAKLAND+Exempt---engineer's-letter.jpg
",0,29,606,453,0,0.9731727838516235
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560453180_+37.816924_-122.259358_10_236+29TH+ST+OAKLAND+Incomplete-Evaluation.jpg
",240,216,498,381,0,0.4724915623664856
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452836_+37.837305_-122.258801_10_427+AVON+ST+OAKLAND+Incomplete-Evaluation.jpg
",425,268,640,452,0,0.1564483493566513
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452836_+37.837305_-122.258801_10_427+AVON+ST+OAKLAND+Incomplete-Evaluation.jpg
",208,349,386,434,0,0.3992369771003723
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452651_+37.803107_-122.265614_10_1450+ALICE+ST+OAKLAND+Exempt---no-large-openings.jpg
",0,47,571,387,0,0.7388501763343811
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452651_+37.803107_-122.265614_10_1450+ALICE+ST+OAKLAND+Exempt---no-large-openings.jpg
",0,0,640,515,0,0.9811619520187378
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560451704_+37.820387_-122.257878_10_3408+RICHMOND+BL+OAKLAND+Incomplete-Evaluation.jpg
",134,53,472,540,0,0.7891880869865417
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560453022_+37.813324_-122.267754_10_2341+VALLEY+ST+OAKLAND+Incomplete-Evaluation.jpg
",23,337,138,398,0,0.1733127236366272
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560453022_+37.813324_-122.267754_10_2341+VALLEY+ST+OAKLAND+Incomplete-Evaluation.jpg
",258,135,603,467,0,0.35204702615737915
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452312_+37.801960_-122.238022_10_878+E+28TH+ST+OAKLAND+Incomplete-Evaluation---Unclaimed.jpg
",0,137,608,463,0,0.4792517125606537
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452998_+37.820387_-122.257878_10_3408+RICHMOND+BL+OAKLAND+Incomplete-Evaluation.jpg
",134,53,472,540,0,0.7891880869865417
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452546_+37.813660_-122.252324_10_320+EUCLID+AV+OAKLAND+Exempt---engineer's-letter.jpg
",214,70,520,462,0,0.20864921808242798
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560453119_+37.811978_-122.252745_10_374+BELLEVUE+AV+OAKLAND+Incomplete-Evaluation.jpg
",171,185,419,464,0,0.27460142970085144
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560453047_+37.817358_-122.250045_10_505+CHETWOOD+ST+OAKLAND+Incomplete-Evaluation.jpg
",0,194,602,431,0,0.7843143343925476
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452817_+37.766728_-122.201243_10_1423+57TH+AV+OAKLAND+Exempt---city-inspection.jpg
",1,296,171,441,0,0.13871896266937256
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452817_+37.766728_-122.201243_10_1423+57TH+AV+OAKLAND+Exempt---city-inspection.jpg
",188,252,365,436,0,0.24338875710964203
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452443_+37.801378_-122.241974_10_2500+IVY+DR+OAKLAND+Done---Level-2-Required.jpg
",17,61,394,485,0,0.12671151757240295
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560451709_+37.818562_-122.248796_10_230+SANTA+ROSA+AV+OAKLAND+Incomplete-Evaluation.jpg
",0,177,432,451,0,0.8571409583091736
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452722_+37.831635_-122.249415_10_206+MATHER+ST+OAKLAND+Level-2---Missing-slope.jpg
",72,170,640,435,0,0.8213717341423035
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560453199_+37.815075_-122.244091_10_859+VERMONT+ST+OAKLAND+Exempt---built-after-1990.jpg
",0,285,241,454,0,0.39993149042129517
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560453199_+37.815075_-122.244091_10_859+VERMONT+ST+OAKLAND+Exempt---built-after-1990.jpg
",305,170,623,435,0,0.49957361817359924
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560451554_+37.841090_-122.246857_10_6044+MONROE+AV+OAKLAND+Done---Level-1.jpg
",23,163,321,448,0,0.626341700553894
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560451554_+37.841090_-122.246857_10_6044+MONROE+AV+OAKLAND+Done---Level-1.jpg
",365,107,638,451,0,0.6593871116638184
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452477_+37.818710_-122.245716_10_733+JEAN+ST+OAKLAND+Done---Level-2-Required.jpg
",66,91,417,467,0,0.33226171135902405
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452802_+37.810040_-122.254940_10_370+BELMONT+ST+OAKLAND+Ask-for-exemption---did-not-review.jpg
",39,125,441,475,0,0.29959505796432495
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560453092_+37.809953_-122.252909_10_415+BELLEVUE+AV+OAKLAND+Incomplete-Evaluation.jpg
",28,0,564,515,0,0.9931961894035339
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452756_+37.812757_-122.214045_10_4902+PARK+BL+OAKLAND+Exempt---less-than-5-units.jpg
",319,295,640,457,0,0.22235435247421265
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560451414_+37.807632_-122.247411_10_539+MERRITT+AV+OAKLAND+Done---Level-1.jpg
",433,247,634,436,0,0.5424395799636841
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560451414_+37.807632_-122.247411_10_539+MERRITT+AV+OAKLAND+Done---Level-1.jpg
",116,208,423,445,0,0.9270764589309692
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560451441_+37.809744_-122.256120_10_433+PERKINS+ST+OAKLAND+Done---Level-1.jpg
",0,152,549,503,0,0.8252353072166443
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452346_+37.823188_-122.255739_10_3775+LEIGHTON+ST+OAKLAND+Incomplete-Evaluation---Unclaimed.jpg
",336,261,603,428,0,0.11152970045804977
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452346_+37.823188_-122.255739_10_3775+LEIGHTON+ST+OAKLAND+Incomplete-Evaluation---Unclaimed.jpg
",6,162,336,519,0,0.5827447175979614
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560451947_+37.840166_-122.260225_10_5476+VICENTE+WY+OAKLAND+Incomplete-Evaluation.jpg
",308,210,623,465,0,0.17830659449100494
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560451947_+37.840166_-122.260225_10_5476+VICENTE+WY+OAKLAND+Incomplete-Evaluation.jpg
",9,241,342,482,0,0.2859196960926056
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560453172_+37.807188_-122.241163_10_750+MACARTHUR+BL+OAKLAND+Incomplete-Evaluation.jpg
",115,195,562,424,0,0.37838807702064514
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560451933_+37.824729_-122.274596_10_880+34TH+ST+OAKLAND+Incomplete-Evaluation.jpg
",20,316,163,408,0,0.10273149609565735
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560451933_+37.824729_-122.274596_10_880+34TH+ST+OAKLAND+Incomplete-Evaluation.jpg
",171,240,351,435,0,0.5095776915550232
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560451933_+37.824729_-122.274596_10_880+34TH+ST+OAKLAND+Incomplete-Evaluation.jpg
",362,241,552,438,0,0.5194399356842041
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452836_+37.814595_-122.255135_10_350+ADAMS+ST+OAKLAND+Incomplete-Evaluation.jpg
",0,254,183,458,0,0.18958331644535065
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452836_+37.814595_-122.255135_10_350+ADAMS+ST+OAKLAND+Incomplete-Evaluation.jpg
",259,259,603,456,0,0.4021671712398529
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452639_+37.798198_-122.256289_10_160+INTERNATIONAL+BL+OAKLAND+Exempt---no-large-openings.jpg
",17,11,451,520,0,0.8721173405647278
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452817_+37.814727_-122.269280_10_532+25TH+ST+OAKLAND+Exempt---city-inspection.jpg
",496,202,640,420,0,0.20868949592113495
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452817_+37.814727_-122.269280_10_532+25TH+ST+OAKLAND+Exempt---city-inspection.jpg
",291,203,469,422,0,0.5558101534843445
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452771_+37.794869_-122.236650_10_2325+17TH+AV+OAKLAND+Exempt---less-than-5-units.jpg
",301,357,497,450,0,0.2501678764820099
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452381_+37.844644_-122.257194_10_5830+AYALA+AV+OAKLAND+Incomplete-Evaluation---Unclaimed.jpg
",144,237,334,453,0,0.19632281363010406
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452340_+37.816246_-122.260012_10_78+FAIRMOUNT+AV+OAKLAND+Incomplete-Evaluation---Unclaimed.jpg
",68,70,428,475,0,0.9120350480079651
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560451280_+37.780668_-122.221440_10_1666+34TH+AV+OAKLAND+Done---Level-1.jpg
",7,46,580,311,0,0.2262057065963745
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560451280_+37.780668_-122.221440_10_1666+34TH+AV+OAKLAND+Done---Level-1.jpg
",11,286,640,560,0,0.249611034989357
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560451280_+37.780668_-122.221440_10_1666+34TH+AV+OAKLAND+Done---Level-1.jpg
",79,240,581,438,0,0.6352055072784424
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452481_+37.809310_-122.220304_10_4423+EDGEWOOD+AV+OAKLAND+Done---Level-2-Required.jpg
",0,91,640,514,0,0.9888826012611389
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452502_+37.819549_-122.256490_10_411+FAIRMOUNT+AV+OAKLAND+Done---Level-2-Required.jpg
",6,118,426,439,0,0.944064199924469
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452424_+37.797702_-122.229570_10_2936+14TH+AV+OAKLAND+Done---Level-2-Required.jpg
",12,87,150,458,0,0.14658918976783752
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452424_+37.797702_-122.229570_10_2936+14TH+AV+OAKLAND+Done---Level-2-Required.jpg
",181,129,575,485,0,0.9279096126556396
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560451339_+37.821340_-122.249199_10_715+OAKLAND+AV+OAKLAND+Done---Level-1.jpg
",170,151,510,447,0,0.8536112308502197
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452996_+37.810285_-122.281116_10_1608+MYRTLE+ST+OAKLAND+Incomplete-Evaluation.jpg
",0,184,164,481,0,0.1811661273241043
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452996_+37.810285_-122.281116_10_1608+MYRTLE+ST+OAKLAND+Incomplete-Evaluation.jpg
",235,170,502,460,0,0.8021305799484253
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560451453_+37.788795_-122.213651_10_2429+HUMBOLDT+AV+OAKLAND+Done---Level-1.jpg
",0,284,169,439,0,0.2447519153356552
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560451753_+37.800861_-122.242547_10_700+E+24TH+ST+OAKLAND+Incomplete-Evaluation.jpg
",74,1,640,529,0,0.7267027497291565
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452972_+37.801960_-122.238022_10_878+E+28TH+ST+OAKLAND+Incomplete-Evaluation.jpg
",0,137,608,463,0,0.4792517125606537
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560452316_+37.823726_-122.249886_10_155+MONTE+CRESTA+AV+OAKLAND+Incomplete-Evaluation---Unclaimed.jpg
",56,34,538,457,0,0.6590225100517273
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560451779_+37.811513_-122.280321_10_914+18TH+ST+OAKLAND+Incomplete-Evaluation.jpg
",30,241,390,444,0,0.319192498922348
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560451643_+37.797497_-122.227510_10_2040+E+30TH+ST+OAKLAND+Incomplete-Evaluation.jpg
",55,272,549,454,0,0.7406359910964966
"/home/ubuntu/logohunter/data/test/houses/view_vulnerable_1560451958_+37.822051_-122.249858_10_3933+HARRISON+ST+OAKLAND+Incomplete-Evaluation.jpg
",186,67,625,470,0,0.26745229959487915
