,image,xmin,ymin,xmax,ymax,label,code,image_path
3,cmp_b0129.jpg,847.0016,243.00225,879.0016,329.99805,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0129.jpg
4,cmp_b0129.jpg,809.00096,243.99675000000002,841.00096,329.00355,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0129.jpg
5,cmp_b0129.jpg,339.99872,244.9989,384.0,331.0002,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0129.jpg
6,cmp_b0129.jpg,446.0032,243.99675000000002,490.00448,329.99805,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0129.jpg
7,cmp_b0129.jpg,554.00448,244.9989,597.99552,329.99805,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0129.jpg
8,cmp_b0129.jpg,664.00256,244.9989,708.99712,329.99805,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0129.jpg
9,cmp_b0129.jpg,335.0016,399.00104999999996,380.99968,485.00235000000004,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0129.jpg
10,cmp_b0129.jpg,443.00288,401.99985000000004,489.00096,488.00115,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0129.jpg
11,cmp_b0129.jpg,551.00416,400.9977,597.00224,489.0033,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0129.jpg
12,cmp_b0129.jpg,661.99552,403.002,708.00384,490.99995,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0129.jpg
13,cmp_b0129.jpg,803.00032,401.99985000000004,841.00096,493.99875000000003,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0129.jpg
14,cmp_b0129.jpg,848.9984,403.002,888.00256,492.9966,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0129.jpg
15,cmp_b0129.jpg,202.00448,397.99889999999994,237.99808,485.99685,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0129.jpg
16,cmp_b0129.jpg,156.99968,397.99889999999994,193.9968,485.00235000000004,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0129.jpg
17,cmp_b0129.jpg,329.00096,553.9977,382.99648,702.99675,door,1,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0129.jpg
18,cmp_b0129.jpg,635.99616,557.99865,710.00064,710.99865,door,1,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0129.jpg
50,cmp_b0129.jpg,118.99904,549.00225,271.99488,706.9977,shop,2,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0129.jpg
51,cmp_b0129.jpg,438.99904,553.0032,595.99872,684.9963,shop,2,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0129.jpg
52,cmp_b0129.jpg,757.99552,557.99865,915.99872,692.0037000000001,shop,2,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0129.jpg
53,cmp_b0129.jpg,931.00032,632.99925,958.0032,684.9963,shop,2,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0129.jpg
1,cmp_b0130.jpg,109.99808,177.00099,175.0016,310.99787,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0130.jpg
2,cmp_b0130.jpg,196.00384,177.9979,260.99712,312.00239,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0130.jpg
3,cmp_b0130.jpg,397.0048,182.00076,461.99808,313.99620999999996,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0130.jpg
4,cmp_b0130.jpg,562.9952,182.00076,627.99872,313.99620999999996,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0130.jpg
5,cmp_b0130.jpg,731.00288,182.00076,795.99616,312.9993,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0130.jpg
6,cmp_b0130.jpg,937.00096,175.99647000000002,1002.00448,307.99953,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0130.jpg
7,cmp_b0130.jpg,106.99776,430.99996,173.99808,568.00279,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0130.jpg
8,cmp_b0130.jpg,196.99712,431.99687,263.99744,569.9966099999999,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0130.jpg
9,cmp_b0130.jpg,394.00448,433.99830000000003,461.0048,566.00136,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0130.jpg
10,cmp_b0130.jpg,728.99584,435.00282,795.99616,566.99827,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0130.jpg
11,cmp_b0130.jpg,938.00448,433.00139,1005.0048,564.99684,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0130.jpg
12,cmp_b0130.jpg,126.0032,632.9997999999999,152.00256,660.00008,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0130.jpg
13,cmp_b0130.jpg,414.0032,623.00026,440.99584,649.0036299999999,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0130.jpg
14,cmp_b0130.jpg,751.0016,608.99786,777.00096,635.00123,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0130.jpg
15,cmp_b0130.jpg,550.00064,430.99996,641.00352,657.99865,door,1,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0130.jpg
1,cmp_b0131.jpg,709.99781,214.99904,752.00317,266.99776,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0131.jpg
2,cmp_b0131.jpg,552.0011499999999,214.99904,593.9979999999999,266.99776,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0131.jpg
3,cmp_b0131.jpg,385.99658,214.99904,428.00194000000005,266.99776,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0131.jpg
4,cmp_b0131.jpg,222.00037,219.00288,263.99721999999997,271.0016,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0131.jpg
5,cmp_b0131.jpg,67.000081,225.00352,108.99608,277.00224,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0131.jpg
6,cmp_b0131.jpg,715.0016899999999,330.00448,754.00302,411.99616,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0131.jpg
7,cmp_b0131.jpg,554.99667,327.99744,593.0023299999999,409.99936,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0131.jpg
8,cmp_b0131.jpg,387.99643,330.00448,426.00209,411.99616,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0131.jpg
9,cmp_b0131.jpg,222.99604,333.0048,261.00169999999997,414.99648,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0131.jpg
10,cmp_b0131.jpg,66.000156,336.9984,104.00071,419.00032,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0131.jpg
11,cmp_b0131.jpg,220.99618999999998,481.00352,261.00169999999997,557.99808,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0131.jpg
12,cmp_b0131.jpg,385.00091,478.99648,424.99791,556.00128,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0131.jpg
13,cmp_b0131.jpg,63.000381,484.00384,104.00071,560.9984,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0131.jpg
14,cmp_b0131.jpg,554.99667,480.0,595.99785,554.00448,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0131.jpg
15,cmp_b0131.jpg,713.00184,478.0032,754.00302,554.99776,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0131.jpg
16,cmp_b0131.jpg,548.99712,623.0016,597.00203,717.99808,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0131.jpg
17,cmp_b0131.jpg,711.99766,623.0016,760.99824,719.0016,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0131.jpg
18,cmp_b0131.jpg,216.00082,624.9984,265.0014,720.9984,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0131.jpg
19,cmp_b0131.jpg,369.99778,601.99936,436.99701000000005,699.99616,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0131.jpg
20,cmp_b0131.jpg,220.00052000000002,793.99936,261.99737,862.99648,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0131.jpg
21,cmp_b0131.jpg,363.00256,926.0032,444.00074,1019.00288,door,1,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0131.jpg
22,cmp_b0131.jpg,548.00145,62.999552,593.9979999999999,97.999872,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0131.jpg
23,cmp_b0131.jpg,705.99811,62.999552,752.00317,97.999872,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0131.jpg
24,cmp_b0131.jpg,387.00076,65.999872,432.99730999999997,101.000192,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0131.jpg
25,cmp_b0131.jpg,222.99604,71.000064,269.0011,106.00448,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0131.jpg
26,cmp_b0131.jpg,68.000006,76.99968,115.00414,112.00512,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0131.jpg
89,cmp_b0131.jpg,192.00261999999998,932.99712,292.00363,1019.99616,shop,2,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0131.jpg
90,cmp_b0131.jpg,518.99937,935.99744,621.9959,1020.99968,shop,2,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0131.jpg
91,cmp_b0131.jpg,497.00102,960.0,512.00415,984.99584,shop,2,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0131.jpg
92,cmp_b0131.jpg,383.00106,795.99616,426.00209,865.9968,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0131.jpg
93,cmp_b0131.jpg,552.99682,795.00288,595.0021800000001,864.0,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0131.jpg
1,cmp_b0132.jpg,663.9992400000001,216.00256,714.99996,284.99968,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0132.jpg
2,cmp_b0132.jpg,824.99928,217.99936,868.00212,288.0,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0132.jpg
3,cmp_b0132.jpg,502.99920000000003,214.99904,553.99992,283.99616,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0132.jpg
4,cmp_b0132.jpg,340.00187999999997,216.00256,391.00260000000003,284.99968,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0132.jpg
5,cmp_b0132.jpg,180.00048,219.99616,231.00119999999998,289.00352,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0132.jpg
6,cmp_b0132.jpg,25.000163999999998,224.0,76.00000800000001,292.99712,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0132.jpg
7,cmp_b0132.jpg,180.00048,344.99584,231.00119999999998,426.00448,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0132.jpg
8,cmp_b0132.jpg,339.00324,341.99552,390.00396,423.00416,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0132.jpg
9,cmp_b0132.jpg,502.00056,341.00224,553.00128,422.00064,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0132.jpg
10,cmp_b0132.jpg,665.99652,339.99872,716.99724,420.99712,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0132.jpg
11,cmp_b0132.jpg,504.99648,486.00064,555.9972,566.99904,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0132.jpg
12,cmp_b0132.jpg,340.00187999999997,486.00064,391.00260000000003,566.99904,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0132.jpg
13,cmp_b0132.jpg,665.99652,484.00384,716.99724,565.00224,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0132.jpg
14,cmp_b0132.jpg,176.9958,487.99744,227.99652,568.99584,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0132.jpg
15,cmp_b0132.jpg,175.99716,629.00224,225.00060000000002,717.99808,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0132.jpg
16,cmp_b0132.jpg,502.00056,624.9984,554.99856,700.99968,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0132.jpg
17,cmp_b0132.jpg,335.99856,626.9952,388.99656,702.99648,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0132.jpg
18,cmp_b0132.jpg,669.99984,624.00512,717.9958799999999,714.00448,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0132.jpg
19,cmp_b0132.jpg,180.00048,780.00128,226.99788000000004,845.0048,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0132.jpg
20,cmp_b0132.jpg,339.00324,783.0016,386.00064,847.99488,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0132.jpg
21,cmp_b0132.jpg,506.00388,781.0048,553.00128,845.99808,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0132.jpg
22,cmp_b0132.jpg,670.99848,781.0048,717.9958799999999,845.99808,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0132.jpg
23,cmp_b0132.jpg,489.99935999999997,900.99712,569.99568,1022.0032,door,1,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0132.jpg
24,cmp_b0132.jpg,343.99644,69.999616,392.99987999999996,87.000064,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0132.jpg
25,cmp_b0132.jpg,502.99920000000003,69.000192,552.00264,85.999616,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0132.jpg
26,cmp_b0132.jpg,186.00108,74.000384,234.99576,90.999808,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0132.jpg
27,cmp_b0132.jpg,34.999704,78.999552,83.99964,97.000448,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0132.jpg
28,cmp_b0132.jpg,663.0006000000001,69.000192,712.00404,85.999616,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0132.jpg
121,cmp_b0132.jpg,154.0008,902.00064,246.99696,1020.99968,shop,2,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0132.jpg
122,cmp_b0132.jpg,649.00212,894.0032,739.00236,1022.0032,shop,2,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0132.jpg
123,cmp_b0132.jpg,579.00096,950.99904,601.99596,972.00128,shop,2,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0132.jpg
124,cmp_b0132.jpg,258.99816,889.99936,465.99696,1022.99648,shop,2,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0132.jpg
1,cmp_b0133.jpg,811.0036,131.00032,854.9963,210.00192,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0133.jpg
2,cmp_b0133.jpg,633.0036,128.0,679.9956000000001,205.99808,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0133.jpg
3,cmp_b0133.jpg,453.99789999999996,126.0032,500.99879999999996,202.99776,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0133.jpg
4,cmp_b0133.jpg,275.9979,128.0,322.9988,205.99808,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0133.jpg
5,cmp_b0133.jpg,102.9997,129.9968,150.0006,207.99488,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0133.jpg
6,cmp_b0133.jpg,812.0003999999999,272.9984,859.0013,356.99712,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0133.jpg
7,cmp_b0133.jpg,636.0029,269.0048,681.9981,353.00352,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0133.jpg
8,cmp_b0133.jpg,453.00110000000006,266.99776,500.00199999999995,352.0,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0133.jpg
9,cmp_b0133.jpg,272.9986,269.0048,319.99949999999995,353.00352,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0133.jpg
10,cmp_b0133.jpg,100.0004,272.9984,145.9956,358.00064,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0133.jpg
11,cmp_b0133.jpg,94.9986,425.00096,147.00130000000001,519.00416,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0133.jpg
12,cmp_b0133.jpg,269.99929999999995,423.00416,322.002,516.00384,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0133.jpg
13,cmp_b0133.jpg,450.99859999999995,422.00064,503.00129999999996,516.00384,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0133.jpg
14,cmp_b0133.jpg,630.0043,423.00416,683.0038,516.00384,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0133.jpg
15,cmp_b0133.jpg,269.99929999999995,598.99904,322.9988,693.00224,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0133.jpg
16,cmp_b0133.jpg,631.0011,598.99904,684.0006,693.00224,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0133.jpg
17,cmp_b0133.jpg,450.00179999999995,597.99552,501.99559999999997,676.99712,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0133.jpg
18,cmp_b0133.jpg,270.9961,772.99712,323.99559999999997,842.00448,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0133.jpg
19,cmp_b0133.jpg,448.9961,775.99744,501.99559999999997,845.0048,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0133.jpg
20,cmp_b0133.jpg,631.0011,775.00416,683.0038,844.00128,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0133.jpg
21,cmp_b0133.jpg,433.99960000000004,899.00032,520.0002999999999,1019.00288,door,1,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0133.jpg
83,cmp_b0133.jpg,250.99779999999998,899.00032,342.9971,1019.99616,shop,2,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0133.jpg
84,cmp_b0133.jpg,605.0042000000001,900.00384,698.0003,1020.99968,shop,2,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0133.jpg
1,cmp_b0134.jpg,106.99776,125.99943999999999,128.0,157.00088,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0134.jpg
2,cmp_b0134.jpg,182.99904,124.99976,204.00128,157.00088,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0134.jpg
3,cmp_b0134.jpg,259.00032,125.99943999999999,280.00256,157.00088,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0134.jpg
4,cmp_b0134.jpg,475.00288,124.00008,496.00512,156.0012,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0134.jpg
5,cmp_b0134.jpg,554.00448,124.00008,574.99648,155.00152,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0134.jpg
6,cmp_b0134.jpg,632.00256,124.00008,653.0048,156.0012,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0134.jpg
7,cmp_b0134.jpg,711.99744,124.00008,732.99968,156.0012,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0134.jpg
8,cmp_b0134.jpg,790.99904,124.00008,810.99776,156.0012,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0134.jpg
9,cmp_b0134.jpg,868.99712,124.00008,889.99936,156.0012,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0134.jpg
10,cmp_b0134.jpg,947.99872,124.00008,969.00096,156.0012,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0134.jpg
11,cmp_b0134.jpg,106.00448,180.99887999999999,131.00032,232.99928,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0134.jpg
12,cmp_b0134.jpg,181.99552,180.99887999999999,207.0016,232.99928,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0134.jpg
13,cmp_b0134.jpg,259.00032,180.99887999999999,283.99616,232.99928,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0134.jpg
14,cmp_b0134.jpg,473.99936,180.99887999999999,498.9952,232.99928,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0134.jpg
15,cmp_b0134.jpg,554.00448,180.99887999999999,579.00032,232.99928,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0134.jpg
16,cmp_b0134.jpg,633.99936,180.99887999999999,658.9952,232.99928,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0134.jpg
17,cmp_b0134.jpg,711.99744,179.9992,737.00352,231.9996,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0134.jpg
18,cmp_b0134.jpg,792.00256,181.99856,818.00192,233.99896,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0134.jpg
19,cmp_b0134.jpg,871.00416,179.9992,896.0,231.9996,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0134.jpg
20,cmp_b0134.jpg,353.9968,188.00232,384.0,232.99928,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0134.jpg
21,cmp_b0134.jpg,355.00032,254.99792,385.9968,300.00056,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0134.jpg
22,cmp_b0134.jpg,353.00352,120.00136,385.00352,165.99800000000002,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0134.jpg
23,cmp_b0134.jpg,108.00128,260.002,129.00352,291.99744,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0134.jpg
24,cmp_b0134.jpg,182.99904,260.002,204.00128,291.99744,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0134.jpg
25,cmp_b0134.jpg,259.00032,260.002,280.99584,293.00280000000004,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0134.jpg
26,cmp_b0134.jpg,554.99776,262.00136000000003,576.0,294.00248,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0134.jpg
27,cmp_b0134.jpg,633.99936,262.00136000000003,655.0016,294.00248,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0134.jpg
28,cmp_b0134.jpg,713.00096,262.00136000000003,734.0032,294.00248,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0134.jpg
29,cmp_b0134.jpg,792.00256,262.00136000000003,813.0048,294.00248,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0134.jpg
30,cmp_b0134.jpg,870.00064,262.00136000000003,891.99616,294.00248,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0134.jpg
31,cmp_b0134.jpg,475.99616,262.00136000000003,498.00192,294.00248,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0134.jpg
32,cmp_b0134.jpg,641.9968,42.999871999999996,652.00128,84.00152,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0134.jpg
33,cmp_b0134.jpg,496.9984,44.9998,510.99648,85.0012,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0134.jpg
34,cmp_b0134.jpg,783.99488,42.999871999999996,793.99936,85.0012,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0134.jpg
1,cmp_b0135.jpg,152.99584,198.00286,204.00128,286.00094,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0135.jpg
2,cmp_b0135.jpg,291.00032,200.99692000000002,341.00224,287.99698,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0135.jpg
3,cmp_b0135.jpg,394.99776,200.99692000000002,446.0032,287.99698,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0135.jpg
4,cmp_b0135.jpg,501.00224,202.00212,551.00416,290.0002,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0135.jpg
5,cmp_b0135.jpg,603.99616,202.00212,653.99808,287.99698,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0135.jpg
6,cmp_b0135.jpg,708.99712,203.00014,758.99904,289.00218,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0135.jpg
7,cmp_b0135.jpg,812.00128,203.00014,862.0032,289.00218,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0135.jpg
8,cmp_b0135.jpg,915.99872,203.00014,966.00064,289.00218,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0135.jpg
9,cmp_b0135.jpg,156.99968,366.99852000000004,207.0016,463.00230000000005,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0135.jpg
10,cmp_b0135.jpg,710.00064,369.99976,758.99904,466.00354,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0135.jpg
11,cmp_b0135.jpg,815.0016,369.99976,864.0,466.00354,window,0,/home/ubuntu/EQanalytics/Data/CMP_Facade_DB/base/cmp_b0135.jpg
